dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run
Yacht Hydrodynamics,0.5788695708986362,0.19014625601930593,2.0438741291371487,2.3479305441331717,0.26565063425452695,0.09476879895240974,20.85622216463089
Wine Quality Red,0.6157695847854596,0.04210220097107186,1.1384054669084542,0.28344662936158527,0.3445407833275638,0.022214986252527227,38.7948592543602
Energy Efficiency,0.46903754276895127,0.05819670740723006,0.7061920813884421,0.6050205605191793,0.2384194563349859,0.022637590645184866,50.36981927156448
Concrete Compression Strength,5.018780524269802,0.5459426144987777,3.076676825713899,0.1835391091532031,2.664356657982921,0.25589590322616557,65.53575567007064
Boston Housing,2.7736519188245543,0.4075685167247837,2.6010613638053264,0.27283539328486134,1.535934731665979,0.17306124795923183,66.13304128646851
Combined Cycle Power Plant,3.620162513472228,0.19462925604066034,2.7925562068171157,0.20156959560652063,1.945535293343767,0.07586981393688046,95.5595779657364
Boston Housing,2.7736519188245543,0.4075685167247837,2.6010613638053264,0.27283539328486134,1.535934731665979,0.17306124795923183,113.05505672693252
Kin8nm,0.16919876669727235,0.004402081856195327,-0.41157318418137756,0.034115906936409056,0.09402341646942525,0.002123995770646719,188.34663734436035
Naval Propulsion,0.002180843539214535,8.673845678075761e-05,-4.934909438056162,0.03492829983097729,0.0011274101963745853,3.897229724492084e-05,271.3480406880379
Protein Structure,4.516176123450118,0.040244098284663035,2.851461174047727,0.019882714758304006,2.4664692893622058,0.028100280392242428,1102.343802690506
Year Prediciton MSD,9.141615892180702,0.0,3.478691953704004,0.0,7.919899051289503,0.0,13964.504927635193
